Ticker,Name,Sector,Asset Class,As of Date,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
KMP.UN,KILLAM APARTMENT REIT UNITS CLASS,Real Estate,Equity,2024/5/31,"7,818,924.75",0.06,"7,818,924.75","453,271.00",17.25,Canada,Toronto Stock Exchange,CAD,1,CAD
DPM,DUNDEE PRECIOUS METALS INC,Materials,Equity,2024/5/31,"7,778,520.00",0.06,"7,778,520.00","691,424.00",11.25,Canada,Toronto Stock Exchange,CAD,1,CAD
CG,CENTERRA GOLD INC,Materials,Equity,2024/5/31,"7,629,738.01",0.06,"7,629,738.01","814,273.00",9.37,Canada,Toronto Stock Exchange,CAD,1,CAD
BB,BLACKBERRY LTD,Information Technology,Equity,2024/5/31,"7,605,434.00",0.06,"7,605,434.00","2,001,430.00",3.8,Canada,Toronto Stock Exchange,CAD,1,CAD
CIX,CI FINANCIAL CORP,Financials,Equity,2024/5/31,"7,538,151.39",0.06,"7,538,151.39","515,253.00",14.63,Canada,Toronto Stock Exchange,CAD,1,CAD
TVE,TAMARACK VALLEY ENERGY LTD,Energy,Equity,2024/5/31,"7,537,551.36",0.06,"7,537,551.36","1,962,904.00",3.84,Canada,Toronto Stock Exchange,CAD,1,CAD
RCH,RICHELIEU HARDWARE LTD,Industrials,Equity,2024/5/31,"7,515,676.92",0.06,"7,515,676.92","197,573.00",38.04,Canada,Toronto Stock Exchange,CAD,1,CAD
LUG,LUNDIN GOLD INC,Materials,Equity,2024/5/31,"7,467,122.85",0.06,"7,467,122.85","370,945.00",20.13,Canada,Toronto Stock Exchange,CAD,1,CAD
LIF,LABRADOR IRON ORE ROYALTY CORP,Materials,Equity,2024/5/31,"7,378,524.40",0.06,"7,378,524.40","244,322.00",30.2,Canada,Toronto Stock Exchange,CAD,1,CAD
EIF,EXCHANGE INCOME CORP,Industrials,Equity,2024/5/31,"7,363,723.68",0.06,"7,363,723.68","166,149.00",44.32,Canada,Toronto Stock Exchange,CAD,1,CAD
SSL,SANDSTORM GOLD LTD,Materials,Equity,2024/5/31,"7,307,722.41",0.06,"7,307,722.41","950,289.00",7.69,Canada,Toronto Stock Exchange,CAD,1,CAD
CJT,CARGOJET INC,Industrials,Equity,2024/5/31,"7,303,656.00",0.06,"7,303,656.00","65,775.00",111.04,Canada,Toronto Stock Exchange,CAD,1,CAD
TSU,TRISURA GROUP LTD,Financials,Equity,2024/5/31,"7,289,244.20",0.06,"7,289,244.20","180,740.00",40.33,Canada,Toronto Stock Exchange,CAD,1,CAD
AAV,ADVANTAGE ENERGY LTD,Energy,Equity,2024/5/31,"7,235,300.89",0.06,"7,235,300.89","624,271.00",11.59,Canada,Toronto Stock Exchange,CAD,1,CAD
TXG,TOREX GOLD RESOURCES INC,Materials,Equity,2024/5/31,"7,000,593.60",0.06,"7,000,593.60","326,368.00",21.45,Canada,Toronto Stock Exchange,CAD,1,CAD
FRU,FREEHOLD ROYALTIES LTD,Energy,Equity,2024/5/31,"6,950,085.70",0.06,"6,950,085.70","480,310.00",14.47,Canada,Toronto Stock Exchange,CAD,1,CAD
TLRY,TILRAY BRANDS INC,Health Care,Equity,2024/5/31,"6,932,595.95",0.06,"6,932,595.95","2,829,631.00",2.45,United States,Toronto Stock Exchange,CAD,1,CAD
KNT,K92 MINING INC,Materials,Equity,2024/5/31,"6,834,271.32",0.06,"6,834,271.32","896,886.00",7.62,Canada,Toronto Stock Exchange,CAD,1,CAD
NWC,NORTH WEST COMPANY INC,Consumer Staples,Equity,2024/5/31,"6,832,872.60",0.06,"6,832,872.60","181,484.00",37.65,Canada,Toronto Stock Exchange,CAD,1,CAD
SIL,SILVERCREST METALS INC,Materials,Equity,2024/5/31,"6,797,363.42",0.06,"6,797,363.42","557,618.00",12.19,Canada,Toronto Stock Exchange,CAD,1,CAD
IIP.UN,INTERRENT REAL ESTATE INVESTMENT T,Real Estate,Equity,2024/5/31,"6,632,178.80",0.05,"6,632,178.80","554,530.00",11.96,Canada,Toronto Stock Exchange,CAD,1,CAD
MAG,MAG SILVER CORP,Materials,Equity,2024/5/31,"6,483,006.72",0.05,"6,483,006.72","355,428.00",18.24,Canada,Toronto Stock Exchange,CAD,1,CAD
BIR,BIRCHCLIFF ENERGY LTD,Energy,Equity,2024/5/31,"6,384,438.90",0.05,"6,384,438.90","1,028,090.00",6.21,Canada,Toronto Stock Exchange,CAD,1,CAD
WDO,WESDOME GOLD MINES LTD,Materials,Equity,2024/5/31,"6,363,297.68",0.05,"6,363,297.68","572,239.00",11.12,Canada,Toronto Stock Exchange,CAD,1,CAD
HWX,HEADWATER EXPLORATION INC,Energy,Equity,2024/5/31,"6,301,494.92",0.05,"6,301,494.92","825,884.00",7.63,Canada,Toronto Stock Exchange,CAD,1,CAD
MFI,MAPLE LEAF FOODS INC,Consumer Staples,Equity,2024/5/31,"6,238,368.40",0.05,"6,238,368.40","276,034.00",22.6,Canada,Toronto Stock Exchange,CAD,1,CAD
SEA,SEABRIDGE GOLD INC,Materials,Equity,2024/5/31,"5,958,424.80",0.05,"5,958,424.80","275,853.00",21.6,Canada,Toronto Stock Exchange,CAD,1,CAD
INE,INNERGEX RENEWABLE ENERGY INC,Utilities,Equity,2024/5/31,"5,908,869.92",0.05,"5,908,869.92","605,417.00",9.76,Canada,Toronto Stock Exchange,CAD,1,CAD
IPCO,INTERNATIONAL PETROLEUM CORP,Energy,Equity,2024/5/31,"5,775,938.85",0.05,"5,775,938.85","317,185.00",18.21,Canada,Toronto Stock Exchange,CAD,1,CAD
EFR,ENERGY FUELS INC,Energy,Equity,2024/5/31,"5,772,510.92",0.05,"5,772,510.92","610,202.00",9.46,Canada,Toronto Stock Exchange,CAD,1,CAD
SSRM,SSR MINING INC,Materials,Equity,2024/5/31,"5,640,480.39",0.05,"5,640,480.39","775,857.00",7.27,Canada,Toronto Stock Exchange,CAD,1,CAD
PD,PRECISION DRILLING CORP,Energy,Equity,2024/5/31,"5,594,142.57",0.05,"5,594,142.57","55,131.00",101.47,Canada,Toronto Stock Exchange,CAD,1,CAD
BDGI,BADGER INFRASTRUCTURE SOLUTIONS LT,Industrials,Equity,2024/5/31,"5,406,975.79",0.04,"5,406,975.79","132,103.00",40.93,Canada,Toronto Stock Exchange,CAD,1,CAD
STLC,STELCO HOLDINGS INC,Materials,Equity,2024/5/31,"5,272,591.32",0.04,"5,272,591.32","129,357.00",40.76,Canada,Toronto Stock Exchange,CAD,1,CAD
CRR.UN,CROMBIE REAL ESTATE INVESTMENT TRU,Real Estate,Equity,2024/5/31,"5,131,519.16",0.04,"5,131,519.16","406,618.00",12.62,Canada,Toronto Stock Exchange,CAD,1,CAD
USD,USD CASH,Cash and/or Derivatives,Cash,2024/5/31,"5,121,538.55",0.04,"5,121,538.55","3,757,135.00",136.32,United States,,CAD,0.73,USD
WPK,WINPAK LTD,Materials,Equity,2024/5/31,"5,076,321.12",0.04,"5,076,321.12","116,376.00",43.62,Canada,Toronto Stock Exchange,CAD,1,CAD
PSI,PASON SYSTEMS INC,Energy,Equity,2024/5/31,"5,039,475.92",0.04,"5,039,475.92","305,608.00",16.49,Canada,Toronto Stock Exchange,CAD,1,CAD
NG,NOVAGOLD RESOURCES INC,Materials,Equity,2024/5/31,"4,957,360.87",0.04,"4,957,360.87","919,733.00",5.39,Canada,Toronto Stock Exchange,CAD,1,CAD
SII,SPROTT INC,Financials,Equity,2024/5/31,"4,849,336.69",0.04,"4,849,336.69","79,147.00",61.27,Canada,Toronto Stock Exchange,CAD,1,CAD
PMZ.UN,PRIMARIS REAL ESTATE INVESTMENT UN,Real Estate,Equity,2024/5/31,"4,835,349.00",0.04,"4,835,349.00","364,932.00",13.25,Canada,Toronto Stock Exchange,CAD,1,CAD
CCA,COGECO COMMUNICATIONS SUBORDINATE,Communication,Equity,2024/5/31,"4,814,612.40",0.04,"4,814,612.40","92,040.00",52.31,Canada,Toronto Stock Exchange,CAD,1,CAD
OLA,ORLA MINING LTD,Materials,Equity,2024/5/31,"4,624,872.51",0.04,"4,624,872.51","798,769.00",5.79,Canada,Toronto Stock Exchange,CAD,1,CAD
BBU.UN,BROOKFIELD BUSINESS PARTNERS UNITS,Industrials,Equity,2024/5/31,"4,528,492.11",0.04,"4,528,492.11","184,761.00",24.51,Canada,Toronto Stock Exchange,CAD,1,CAD
ENGH,ENGHOUSE SYSTEMS LTD,Information Technology,Equity,2024/5/31,"4,484,990.30",0.04,"4,484,990.30","164,045.00",27.34,Canada,Toronto Stock Exchange,CAD,1,CAD
OSK,OSISKO MINING INC,Materials,Equity,2024/5/31,"4,388,254.23",0.04,"4,388,254.23","1,420,147.00",3.09,Canada,Toronto Stock Exchange,CAD,1,CAD
JWEL,JAMIESON WELLNESS INC,Consumer Staples,Equity,2024/5/31,"4,249,237.50",0.03,"4,249,237.50","158,850.00",26.75,Canada,Toronto Stock Exchange,CAD,1,CAD
MATR,MATTR CORP,Energy,Equity,2024/5/31,"4,228,263.08",0.03,"4,228,263.08","252,283.00",16.76,Canada,Toronto Stock Exchange,CAD,1,CAD
LB,LAURENTIAN BANK OF CANADA,Financials,Equity,2024/5/31,"4,212,732.65",0.03,"4,212,732.65","168,847.00",24.95,Canada,Toronto Stock Exchange,CAD,1,CAD
MDA,MDA SPACE LTD,Industrials,Equity,2024/5/31,"4,178,083.28",0.03,"4,178,083.28","354,676.00",11.78,Canada,Toronto Stock Exchange,CAD,1,CAD
NWH.UN,NORTHWEST HEALTHCARE PROPERTIES UN,Real Estate,Equity,2024/5/31,"4,124,997.63",0.03,"4,124,997.63","813,609.00",5.07,Canada,Toronto Stock Exchange,CAD,1,CAD
MTL,MULLEN GROUP LTD,Industrials,Equity,2024/5/31,"4,077,737.31",0.03,"4,077,737.31","313,431.00",13.01,Canada,Toronto Stock Exchange,CAD,1,CAD
SVI,STORAGEVAULT CANADA INC,Real Estate,Equity,2024/5/31,"4,063,924.92",0.03,"4,063,924.92","901,092.00",4.51,Canada,Toronto Stock Exchange,CAD,1,CAD
BLDP,BALLARD POWER SYSTEMS INC,Industrials,Equity,2024/5/31,"4,059,913.20",0.03,"4,059,913.20","966,646.00",4.2,Canada,Toronto Stock Exchange,CAD,1,CAD
SIA,SIENNA SENIOR LIVING INC,Health Care,Equity,2024/5/31,"4,046,533.12",0.03,"4,046,533.12","281,792.00",14.36,Canada,Toronto Stock Exchange,CAD,1,CAD
TOY,SPIN MASTER SUBORDINATE VOTING COR,Consumer Discretionary,Equity,2024/5/31,"3,884,130.54",0.03,"3,884,130.54","133,659.00",29.06,Canada,Toronto Stock Exchange,CAD,1,CAD
ASTL,ALGOMA STEEL GROUP INC,Materials,Equity,2024/5/31,"3,870,421.87",0.03,"3,870,421.87","368,963.00",10.49,Canada,Toronto Stock Exchange,CAD,1,CAD
TCL.A,TRANSCONTINENTAL SUB VOTING INC CL,Materials,Equity,2024/5/31,"3,868,301.16",0.03,"3,868,301.16","282,564.00",13.69,Canada,Toronto Stock Exchange,CAD,1,CAD
KEL,KELT EXPLORATION LTD,Energy,Equity,2024/5/31,"3,852,941.40",0.03,"3,852,941.40","611,578.00",6.3,Canada,Toronto Stock Exchange,CAD,1,CAD
AOI,AFRICA OIL CORP,Energy,Equity,2024/5/31,"3,822,548.58",0.03,"3,822,548.58","1,464,578.00",2.61,Canada,Toronto Stock Exchange,CAD,1,CAD
PET,PET VALU HOLDINGS LTD,Consumer Discretionary,Equity,2024/5/31,"3,794,246.40",0.03,"3,794,246.40","141,155.00",26.88,Canada,Toronto Stock Exchange,CAD,1,CAD
CRT.UN,CT REIT UNITS TRUST,Real Estate,Equity,2024/5/31,"3,722,762.40",0.03,"3,722,762.40","274,540.00",13.56,Canada,Toronto Stock Exchange,CAD,1,CAD
GOOS,CANADA GOOSE HOLDINGS SUB VOTING I,Consumer Discretionary,Equity,2024/5/31,"3,547,004.70",0.03,"3,547,004.70","180,051.00",19.7,Canada,Toronto Stock Exchange,CAD,1,CAD
IFP,INTERFOR CORP,Materials,Equity,2024/5/31,"3,484,526.28",0.03,"3,484,526.28","196,422.00",17.74,Canada,Toronto Stock Exchange,CAD,1,CAD
MTY,MTY FOOD GROUP INC,Consumer Discretionary,Equity,2024/5/31,"3,423,640.00",0.03,"3,423,640.00","77,810.00",44,Canada,Toronto Stock Exchange,CAD,1,CAD
ZZZ,SLEEP COUNTRY CANADA HOLDINGS INC,Consumer Discretionary,Equity,2024/5/31,"3,254,677.20",0.03,"3,254,677.20","126,888.00",25.65,Canada,Toronto Stock Exchange,CAD,1,CAD
CFP,CANFOR CORP,Materials,Equity,2024/5/31,"3,214,363.46",0.03,"3,214,363.46","214,577.00",14.98,Canada,Toronto Stock Exchange,CAD,1,CAD
WTE,WESTSHORE TERMINALS INVESTMENT COR,Industrials,Equity,2024/5/31,"3,015,309.68",0.02,"3,015,309.68","130,646.00",23.08,Canada,Toronto Stock Exchange,CAD,1,CAD
2299955D,CONSTELLATION SOFTWARE INC,Information Technology,Equity,2024/5/31,0.61,0,0.61,"60,915.00",0,Canada,Toronto Stock Exchange,CAD,1,CAD
RY,ROYAL BANK OF CANADA,Financials,Equity,2024/6/28,"799,948,688.55",6.56,"799,948,688.55","5,492,267.00",145.65,Canada,Toronto Stock Exchange,CAD,1,CAD
TD,TORONTO DOMINION,Financials,Equity,2024/6/28,"517,349,755.20",4.24,"517,349,755.20","6,879,651.00",75.2,Canada,Toronto Stock Exchange,CAD,1,CAD
SHOP,SHOPIFY SUBORDINATE VOTING INC CLA,Information Technology,Equity,2024/6/28,"424,476,125.33",3.48,"424,476,125.33","4,695,013.00",90.41,Canada,Toronto Stock Exchange,CAD,1,CAD
CNQ,CANADIAN NATURAL RESOURCES LTD,Energy,Equity,2024/6/28,"405,643,967.41",3.33,"405,643,967.41","8,324,317.00",48.73,Canada,Toronto Stock Exchange,CAD,1,CAD
ENB,ENBRIDGE INC,Energy,Equity,2024/6/28,"401,682,562.62",3.29,"401,682,562.62","8,253,186.00",48.67,Canada,Toronto Stock Exchange,CAD,1,CAD
CP,CANADIAN PACIFIC KANSAS CITY LTD,Industrials,Equity,2024/6/28,"390,138,391.40",3.2,"390,138,391.40","3,621,110.00",107.74,Canada,Toronto Stock Exchange,CAD,1,CAD
CNR,CANADIAN NATIONAL RAILWAY,Industrials,Equity,2024/6/28,"359,340,434.56",2.95,"359,340,434.56","2,222,816.00",161.66,Canada,Toronto Stock Exchange,CAD,1,CAD
BMO,BANK OF MONTREAL,Financials,Equity,2024/6/28,"325,087,978.71",2.67,"325,087,978.71","2,831,037.00",114.83,Canada,Toronto Stock Exchange,CAD,1,CAD
BN,BROOKFIELD CORP CLASS A,Financials,Equity,2024/6/28,"315,593,744.70",2.59,"315,593,744.70","5,546,463.00",56.9,Canada,Toronto Stock Exchange,CAD,1,CAD
CSU,CONSTELLATION SOFTWARE INC,Information Technology,Equity,2024/6/28,"301,573,529.40",2.47,"301,573,529.40","76,505.00","3,941.88",Canada,Toronto Stock Exchange,CAD,1,CAD
BNS,BANK OF NOVA SCOTIA,Financials,Equity,2024/6/28,"298,714,991.40",2.45,"298,714,991.40","4,773,330.00",62.58,Canada,Toronto Stock Exchange,CAD,1,CAD
SU,SUNCOR ENERGY INC,Energy,Equity,2024/6/28,"260,320,388.30",2.13,"260,320,388.30","4,991,762.00",52.15,Canada,Toronto Stock Exchange,CAD,1,CAD
MFC,MANULIFE FINANCIAL CORP,Financials,Equity,2024/6/28,"253,959,723.10",2.08,"253,959,723.10","6,971,170.00",36.43,Canada,Toronto Stock Exchange,CAD,1,CAD
WCN,WASTE CONNECTIONS INC,Industrials,Equity,2024/6/28,"240,428,689.83",1.97,"240,428,689.83","1,001,661.00",240.03,United States,Toronto Stock Exchange,CAD,1,CAD
CM,CANADIAN IMPERIAL BANK OF COMMERCE,Financials,Equity,2024/6/28,"236,852,514.20",1.94,"236,852,514.20","3,641,084.00",65.05,Canada,Toronto Stock Exchange,CAD,1,CAD
ATD,ALIMENTATION COUCHE TARD INC,Consumer Staples,Equity,2024/6/28,"216,688,238.28",1.78,"216,688,238.28","2,822,564.00",76.77,Canada,Toronto Stock Exchange,CAD,1,CAD
TRP,TC ENERGY CORP,Energy,Equity,2024/6/28,"208,873,462.26",1.71,"208,873,462.26","4,027,641.00",51.86,Canada,Toronto Stock Exchange,CAD,1,CAD
AEM,AGNICO EAGLE MINES LTD,Materials,Equity,2024/6/28,"173,478,365.72",1.42,"173,478,365.72","1,938,739.00",89.48,Canada,Toronto Stock Exchange,CAD,1,CAD
IFC,INTACT FINANCIAL CORP,Financials,Equity,2024/6/28,"157,916,533.86",1.3,"157,916,533.86","692,586.00",228.01,Canada,Toronto Stock Exchange,CAD,1,CAD
BCE,BCE INC,Communication,Equity,2024/6/28,"156,926,922.39",1.29,"156,926,922.39","3,541,569.00",44.31,Canada,Toronto Stock Exchange,CAD,1,CAD
ABX,BARRICK GOLD CORP,Materials,Equity,2024/6/28,"155,531,375.86",1.28,"155,531,375.86","6,815,573.00",22.82,Canada,Toronto Stock Exchange,CAD,1,CAD
SLF,SUN LIFE FINANCIAL INC,Financials,Equity,2024/6/28,"151,327,851.48",1.24,"151,327,851.48","2,255,931.00",67.08,Canada,Toronto Stock Exchange,CAD,1,CAD
NA,NATIONAL BANK OF CANADA,Financials,Equity,2024/6/28,"143,175,906.72",1.17,"143,175,906.72","1,319,472.00",108.51,Canada,Toronto Stock Exchange,CAD,1,CAD
CVE,CENOVUS ENERGY INC,Energy,Equity,2024/6/28,"137,659,455.95",1.13,"137,659,455.95","5,119,355.00",26.89,Canada,Toronto Stock Exchange,CAD,1,CAD
DOL,DOLLARAMA INC,Consumer Discretionary,Equity,2024/6/28,"135,208,454.77",1.11,"135,208,454.77","1,082,447.00",124.91,Canada,Toronto Stock Exchange,CAD,1,CAD
NTR,NUTRIEN LTD,Materials,Equity,2024/6/28,"133,731,064.60",1.1,"133,731,064.60","1,920,044.00",69.65,Canada,Toronto Stock Exchange,CAD,1,CAD
FFH,FAIRFAX FINANCIAL HOLDINGS SUB VOT,Financials,Equity,2024/6/28,"133,403,938.61",1.09,"133,403,938.61","85,717.00","1,556.33",Canada,Toronto Stock Exchange,CAD,1,CAD
TRI,THOMSON REUTERS CORP,Industrials,Equity,2024/6/28,"133,150,985.46",1.09,"133,150,985.46","577,386.00",230.61,Canada,Toronto Stock Exchange,CAD,1,CAD
WPM,WHEATON PRECIOUS METALS CORP,Materials,Equity,2024/6/28,"126,231,960.33",1.04,"126,231,960.33","1,759,821.00",71.73,Canada,Toronto Stock Exchange,CAD,1,CAD
FNV,FRANCO NEVADA CORP,Materials,Equity,2024/6/28,"121,091,545.40",0.99,"121,091,545.40","746,557.00",162.2,Canada,Toronto Stock Exchange,CAD,1,CAD
T,TELUS CORP,Communication,Equity,2024/6/28,"118,701,166.77",0.97,"118,701,166.77","5,731,587.00",20.71,Canada,Toronto Stock Exchange,CAD,1,CAD
QSR,RESTAURANTS BRANDS INTERNATIONAL I,Consumer Discretionary,Equity,2024/6/28,"118,407,348.80",0.97,"118,407,348.80","1,228,292.00",96.4,Canada,Toronto Stock Exchange,CAD,1,CAD
TECK.B,TECK RESOURCES SUBORDINATE VOTING,Materials,Equity,2024/6/28,"117,161,489.28",0.96,"117,161,489.28","1,787,088.00",65.56,Canada,Toronto Stock Exchange,CAD,1,CAD
PPL,PEMBINA PIPELINE CORP,Energy,Equity,2024/6/28,"114,189,289.92",0.94,"114,189,289.92","2,249,592.00",50.76,Canada,Toronto Stock Exchange,CAD,1,CAD
CCO,CAMECO CORP,Energy,Equity,2024/6/28,"113,570,480.25",0.93,"113,570,480.25","1,687,275.00",67.31,Canada,Toronto Stock Exchange,CAD,1,CAD
GIB.A,CGI INC,Information Technology,Equity,2024/6/28,"109,064,396.70",0.89,"109,064,396.70","798,714.00",136.55,Canada,Toronto Stock Exchange,CAD,1,CAD
WSP,WSP GLOBAL INC,Industrials,Equity,2024/6/28,"103,117,384.53",0.85,"103,117,384.53","484,051.00",213.03,Canada,Toronto Stock Exchange,CAD,1,CAD
FTS,FORTIS INC,Utilities,Equity,2024/6/28,"101,763,658.10",0.83,"101,763,658.10","1,913,930.00",53.17,Canada,Toronto Stock Exchange,CAD,1,CAD
L,LOBLAW COMPANIES LTD,Consumer Staples,Equity,2024/6/28,"88,822,961.70",0.73,"88,822,961.70","559,691.00",158.7,Canada,Toronto Stock Exchange,CAD,1,CAD
POW,POWER CORPORATION OF CANADA,Financials,Equity,2024/6/28,"80,744,556.78",0.66,"80,744,556.78","2,123,739.00",38.02,Canada,Toronto Stock Exchange,CAD,1,CAD
TOU,TOURMALINE OIL CORP,Energy,Equity,2024/6/28,"79,619,581.60",0.65,"79,619,581.60","1,283,152.00",62.05,Canada,Toronto Stock Exchange,CAD,1,CAD
BAM,BROOKFIELD ASSET MANAGEMENT VOTING,Financials,Equity,2024/6/28,"75,083,527.68",0.62,"75,083,527.68","1,441,696.00",52.08,Canada,Toronto Stock Exchange,CAD,1,CAD
RCI.B,ROGERS COMMUNICATIONS NON-VOTING I,Communication,Equity,2024/6/28,"73,472,313.20",0.6,"73,472,313.20","1,452,022.00",50.6,Canada,Toronto Stock Exchange,CAD,1,CAD
BIP.UN,BROOKFIELD INFRASTRUCTURE PARTNERS,Utilities,Equity,2024/6/28,"67,359,481.82",0.55,"67,359,481.82","1,792,429.00",37.58,Bermuda,Toronto Stock Exchange,CAD,1,CAD
MRU,METRO INC,Consumer Staples,Equity,2024/6/28,"66,823,891.42",0.55,"66,823,891.42","881,698.00",75.79,Canada,Toronto Stock Exchange,CAD,1,CAD
TFII,TFI INTERNATIONAL INC,Industrials,Equity,2024/6/28,"61,335,661.92",0.5,"61,335,661.92","308,778.00",198.64,Canada,Toronto Stock Exchange,CAD,1,CAD
MG,MAGNA INTERNATIONAL INC,Consumer Discretionary,Equity,2024/6/28,"59,515,135.56",0.49,"59,515,135.56","1,037,934.00",57.34,Canada,Toronto Stock Exchange,CAD,1,CAD
IMO,IMPERIAL OIL LTD,Energy,Equity,2024/6/28,"58,255,692.00",0.48,"58,255,692.00","624,525.00",93.28,Canada,Toronto Stock Exchange,CAD,1,CAD
ARX,ARC RESOURCES LTD,Energy,Equity,2024/6/28,"56,552,819.49",0.46,"56,552,819.49","2,316,789.00",24.41,Canada,Toronto Stock Exchange,CAD,1,CAD
K,KINROSS GOLD CORP,Materials,Equity,2024/6/28,"54,342,635.37",0.45,"54,342,635.37","4,771,083.00",11.39,Canada,Toronto Stock Exchange,CAD,1,CAD
EMA,EMERA INC,Utilities,Equity,2024/6/28,"50,837,255.15",0.42,"50,837,255.15","1,113,631.00",45.65,Canada,Toronto Stock Exchange,CAD,1,CAD
STN,STANTEC INC,Industrials,Equity,2024/6/28,"50,648,029.25",0.42,"50,648,029.25","442,225.00",114.53,Canada,Toronto Stock Exchange,CAD,1,CAD
FM,FIRST QUANTUM MINERALS LTD,Materials,Equity,2024/6/28,"49,361,900.82",0.4,"49,361,900.82","2,746,906.00",17.97,Canada,Toronto Stock Exchange,CAD,1,CAD
H,HYDRO ONE LTD,Utilities,Equity,2024/6/28,"49,083,643.50",0.4,"49,083,643.50","1,231,710.00",39.85,Canada,Toronto Stock Exchange,CAD,1,CAD
GFL,GFL ENVIRONMENTAL SUBORDINATE VOTI,Industrials,Equity,2024/6/28,"46,823,103.36",0.38,"46,823,103.36","878,812.00",53.28,Canada,Toronto Stock Exchange,CAD,1,CAD
WN,GEORGE WESTON LTD,Consumer Staples,Equity,2024/6/28,"44,803,769.67",0.37,"44,803,769.67","227,673.00",196.79,Canada,Toronto Stock Exchange,CAD,1,CAD
DSG,DESCARTES SYSTEMS GROUP INC,Information Technology,Equity,2024/6/28,"43,932,902.20",0.36,"43,932,902.20","331,444.00",132.55,Canada,Toronto Stock Exchange,CAD,1,CAD
OTEX,OPEN TEXT CORP,Information Technology,Equity,2024/6/28,"43,580,745.00",0.36,"43,580,745.00","1,060,875.00",41.08,Canada,Toronto Stock Exchange,CAD,1,CAD
GWO,GREAT WEST LIFECO INC,Financials,Equity,2024/6/28,"41,981,688.19",0.34,"41,981,688.19","1,051,909.00",39.91,Canada,Toronto Stock Exchange,CAD,1,CAD
X,TMX GROUP LTD,Financials,Equity,2024/6/28,"41,035,579.20",0.34,"41,035,579.20","1,077,615.00",38.08,Canada,Toronto Stock Exchange,CAD,1,CAD
IVN,IVANHOE MINES LTD CLASS A,Materials,Equity,2024/6/28,"40,958,837.10",0.34,"40,958,837.10","2,320,614.00",17.65,Canada,Toronto Stock Exchange,CAD,1,CAD
CCL.B,CCL INDUSTRIES INC CLASS B,Materials,Equity,2024/6/28,"40,786,167.18",0.33,"40,786,167.18","566,947.00",71.94,Canada,Toronto Stock Exchange,CAD,1,CAD
ATRL,ATKINSREALIS GROUP INC,Industrials,Equity,2024/6/28,"40,408,411.68",0.33,"40,408,411.68","682,344.00",59.22,Canada,Toronto Stock Exchange,CAD,1,CAD
LUN,LUNDIN MINING CORP,Materials,Equity,2024/6/28,"39,030,408.36",0.32,"39,030,408.36","2,562,732.00",15.23,Canada,Toronto Stock Exchange,CAD,1,CAD
TIH,TOROMONT INDUSTRIES LTD,Industrials,Equity,2024/6/28,"38,729,379.42",0.32,"38,729,379.42","319,734.00",121.13,Canada,Toronto Stock Exchange,CAD,1,CAD
PAAS,PAN AMERICAN SILVER CORP,Materials,Equity,2024/6/28,"38,260,925.11",0.31,"38,260,925.11","1,407,169.00",27.19,Canada,Toronto Stock Exchange,CAD,1,CAD
EFN,ELEMENT FLEET MANAGEMENT CORP,Industrials,Equity,2024/6/28,"37,531,431.88",0.31,"37,531,431.88","1,507,892.00",24.89,Canada,Toronto Stock Exchange,CAD,1,CAD
CLS,CELESTICA INC,Information Technology,Equity,2024/6/28,"36,083,639.02",0.3,"36,083,639.02","460,603.00",78.34,Canada,Toronto Stock Exchange,CAD,1,CAD
CAD,CAD CASH,Cash and/or Derivatives,Cash,2024/6/28,"35,715,465.74",0.29,"35,715,465.74","35,715,466.00",100,Canada,,CAD,1,CAD
ALA,ALTAGAS LTD,Utilities,Equity,2024/6/28,"35,496,673.08",0.29,"35,496,673.08","1,148,388.00",30.91,Canada,Toronto Stock Exchange,CAD,1,CAD
GIL,GILDAN ACTIVEWEAR INC,Consumer Discretionary,Equity,2024/6/28,"33,916,497.47",0.28,"33,916,497.47","653,623.00",51.89,Canada,Toronto Stock Exchange,CAD,1,CAD
KEY,KEYERA CORP,Energy,Equity,2024/6/28,"33,662,385.36",0.28,"33,662,385.36","888,424.00",37.89,Canada,Toronto Stock Exchange,CAD,1,CAD
FSV,FIRSTSERVICE SUBORDINATE VOTING CO,Real Estate,Equity,2024/6/28,"33,397,570.20",0.27,"33,397,570.20","160,411.00",208.2,Canada,Toronto Stock Exchange,CAD,1,CAD
AGI,ALAMOS GOLD INC CLASS A,Materials,Equity,2024/6/28,"33,112,028.90",0.27,"33,112,028.90","1,542,965.00",21.46,Canada,Toronto Stock Exchange,CAD,1,CAD
IAG,IA FINANCIAL INC,Financials,Equity,2024/6/28,"32,380,080.37",0.27,"32,380,080.37","376,907.00",85.91,Canada,Toronto Stock Exchange,CAD,1,CAD
CAE,CAE INC,Industrials,Equity,2024/6/28,"31,365,417.93",0.26,"31,365,417.93","1,234,373.00",25.41,Canada,Toronto Stock Exchange,CAD,1,CAD
MEG,MEG ENERGY CORP,Energy,Equity,2024/6/28,"30,934,936.14",0.25,"30,934,936.14","1,056,882.00",29.27,Canada,Toronto Stock Exchange,CAD,1,CAD
SAP,SAPUTO INC,Consumer Staples,Equity,2024/6/28,"29,312,593.92",0.24,"29,312,593.92","954,186.00",30.72,Canada,Toronto Stock Exchange,CAD,1,CAD
